# List of the van dar Waals interaction parameters to be used in the QvdW-HRG model
# Only particle pairs with a non-zero QvdW interaction are listed here
# pdg_i pdg_j b_{ij}[fm^3] a_{ij}[GeV*fm^3]
 -1010000020 -42212 6.57892 0
 -1010000020 -12224 6.57892 0
 -1010000020 -11114 6.57892 0
 -1010000020 -32124 6.57892 0
 -1010000020 -22124 6.57892 0
 -1010000020 -21214 6.57892 0
 -1010000020 -31214 6.57892 0
 -1010000020 -23212 6.57892 0
 -1010000020 -23112 6.57892 0
 -1010000020 -23222 6.57892 0
 -1010000020 -3116 6.57892 0
 -1010000020 -3216 6.57892 0
 -1010000020 -3226 6.57892 0
 -1010000020 -53122 6.57892 0
 -1010000020 -43122 6.57892 0
 -1010000020 -3126 6.57892 0
 -1010000020 -13314 6.57892 0
 -1010000020 -13324 6.57892 0
 -1010000020 -13126 6.57892 0
 -1010000020 -11212 6.57892 0
 -1010000020 -12122 6.57892 0
 -1010000020 -11112 6.57892 0
 -1010000020 -12222 6.57892 0
 -1010000020 -9902114 6.57892 0
 -1010000020 -9902214 6.57892 0
 -1010000020 -1000010020 6.84 0
 -1010000020 -2126 6.57892 0
 -1010000020 -9902112 6.57892 0
 -1010000020 -1216 6.57892 0
 -1010000020 -1116 6.57892 0
 -1010000020 -9902212 6.57892 0
 -1010000020 -2226 6.57892 0
 -1010000020 -23124 6.57892 0
 -1010000020 -9912112 6.57892 0
 -1010000020 -9912212 6.57892 0
 -1010000020 -22222 6.57892 0
 -1010000020 -21212 6.57892 0
 -1010000020 -21112 6.57892 0
 -1010000020 -22122 6.57892 0
 -1010000020 -23214 6.57892 0
 -1010000020 -23224 6.57892 0
 -1010000020 -23114 6.57892 0
 -1010000020 -13116 6.57892 0
 -1010000020 -13226 6.57892 0
 -1010000020 -13216 6.57892 0
 -1010000020 -21114 6.57892 0
 -1010000020 -22114 6.57892 0
 -1010000020 -22224 6.57892 0
 -1010000020 -9912214 6.57892 0
 -1010000020 -9912114 6.57892 0
 -1010000020 -22214 6.57892 0
 -1010000020 -2228 6.57892 0
 -1010000020 -2218 6.57892 0
 -1010000020 -2118 6.57892 0
 -1010000020 -1118 6.57892 0
 -1010000020 -103326 6.57892 0
 -1010000020 -12226 6.57892 0
 -1010000020 -12126 6.57892 0
 -1010000020 -11216 6.57892 0
 -1010000020 -11116 6.57892 0
 -1010000020 -103316 6.57892 0
 -1010000020 -9903334 6.57892 0
 -1010000020 -203316 6.57892 0
 -1010000020 -203326 6.57892 0
 -1010000020 -3118 6.57892 0
 -1010000020 -3228 6.57892 0
 -1010000020 -3218 6.57892 0
 -1010000020 -1010010020 6.84 0
 -1010000020 -1010000020 6.84 0
 -1010000020 -23126 6.57892 0
 -1010000020 -9902116 6.57892 0
 -1010000020 -9902216 6.57892 0
 -1010000020 -9922212 6.57892 0
 -1010000020 -3128 6.57892 0
 -1010000020 -9922112 6.57892 0
 -1010000020 -9922114 6.57892 0
 -1010000020 -9922214 6.57892 0
 -1010000020 -1218 6.57892 0
 -1010000020 -2128 6.57892 0
 -1010000020 -9901118 6.57892 0
 -1010000020 -9901218 6.57892 0
 -1010000020 -9902128 6.57892 0
 -1010000020 -9902228 6.57892 0
 -1010000020 -99022110 6.57892 0
 -1010000020 -99021110 6.57892 0
 -1010000020 -1020000020 6.84 0
 -1010000020 -33224 6.57892 0
 -1010000020 -1020010020 6.84 0
 -1010000020 -33214 6.57892 0
 -1010000020 -33114 6.57892 0
 -1010000020 -203338 6.57892 0
 -1010000020 -99121110 6.57892 0
 -1010000020 -99122110 6.57892 0
 -1010000020 -4122 6.57892 0
 -1010000020 -99031210 6.57892 0
 -1010000020 -99021212 6.57892 0
 -1010000020 -99012112 6.57892 0
 -1010000020 -99011112 6.57892 0
 -1010000020 -99022212 6.57892 0
 -1010000020 -4212 6.57892 0
 -1010000020 -4112 6.57892 0
 -1010000020 -4222 6.57892 0
 -1010000020 -4232 6.57892 0
 -1010000020 -4132 6.57892 0
 -1010000020 -4214 6.57892 0
 -1010000020 -4224 6.57892 0
 -1010000020 -4114 6.57892 0
 -1010000020 -4322 6.57892 0
 -1010000020 -4312 6.57892 0
 -1010000020 -14122 6.57892 0
 -1010000020 -99022112 6.57892 0
 -1010000020 -99021112 6.57892 0
 -1010000020 -1030000020 6.84 0
 -1010000020 -1040000020 6.84 0
 -1010000020 -104122 6.57892 0
 -1010000020 -4324 6.57892 0
 -1010000020 -4314 6.57892 0
 -1010000020 -4332 6.57892 0
 -1010000020 -4334 6.57892 0
 -1010000020 -104324 6.57892 0
 -1010000020 -104314 6.57892 0
 -1010000020 -1000020030 6.74783 0
 -1010000020 -1000010030 6.74783 0
 -1010000020 -104322 6.57892 0
 -1010000020 -104312 6.57892 0
 -1010000020 -204126 6.57892 0
 -1010000020 -1010010030 6.74783 0
 -1010000020 -1000020040 6.57892 0
 -1010000020 -100002004001 6.57892 0
 -1010000020 -100002004002 6.57892 0
 -1010000020 -100002004003 6.57892 0
 -1010000020 -100002004004 6.57892 0
 -1010000020 -1000030040 6.57892 0
 -1010000020 -100002004005 6.57892 0
 -1010000020 -100003004001 6.57892 0
 -1010000020 -100002004006 6.57892 0
 -1010000020 -1000010040 6.57892 0
 -1010000020 -101001004001 6.57892 0
 -1010000020 -100002004007 6.57892 0
 -1010000020 -100003004002 6.57892 0
 -1010000020 -100002004008 6.57892 0
 -1010000020 -100003004003 6.57892 0
 -1010000020 -101001004002 6.57892 0
 -1010000020 -101001004003 6.57892 0
 -1010000020 -100002004009 6.57892 0
 -1010000020 -100002004010 6.57892 0
 -1010000020 -100002004011 6.57892 0
 -1010000020 -100002004012 6.57892 0
 -1010000020 -100002004013 6.57892 0
 -1010000020 -100002004014 6.57892 0
 -1010000020 -100002004015 6.57892 0
 -1010000020 -1010020040 6.57892 0
 -1010000020 -1010010040 6.57892 0
 -1010000020 -1000030050 6.39915 0
 -1010000020 -1000020050 6.39915 0
 -1010000020 -100003005001 6.39915 0
 -1010000020 -100002005001 6.39915 0
 -1010000020 -10000305002 6.39915 0
 -1010000020 -100002005002 6.39915 0
 -1010000020 -1000010050 6.39915 0
 -1010000020 -1010020050 6.39915 0
 23126 2212 3.42 0.329
 23126 2112 3.42 0.329
 23126 3122 3.42 0.329
 23126 3222 3.42 0.329
 23126 3212 3.42 0.329
 23126 3112 3.42 0.329
 23126 2224 3.42 0.329
 23126 2114 3.42 0.329
 23126 1114 3.42 0.329
 23126 2214 3.42 0.329
 23126 3322 3.42 0.329
 23126 3312 3.42 0.329
 23126 3224 3.42 0.329
 23126 3214 3.42 0.329
 23126 3114 3.42 0.329
 23126 13122 3.42 0.329
 23126 12212 3.42 0.329
 23126 12112 3.42 0.329
 23126 2124 3.42 0.329
 23126 1214 3.42 0.329
 23126 3124 3.42 0.329
 23126 22212 3.42 0.329
 23126 22112 3.42 0.329
 23126 3324 3.42 0.329
 23126 3314 3.42 0.329
 23126 32214 3.42 0.329
 23126 31114 3.42 0.329
 23126 32114 3.42 0.329
 23126 32224 3.42 0.329
 23126 23122 3.42 0.329
 23126 2122 3.42 0.329
 23126 1212 3.42 0.329
 23126 2222 3.42 0.329
 23126 1112 3.42 0.329
 23126 32212 3.42 0.329
 23126 32112 3.42 0.329
 23126 13212 3.42 0.329
 23126 13222 3.42 0.329
 23126 13112 3.42 0.329
 23126 3334 3.42 0.329
 23126 33122 3.42 0.329
 23126 2116 3.42 0.329
 23126 13224 3.42 0.329
 23126 13214 3.42 0.329
 23126 13114 3.42 0.329
 23126 2216 3.42 0.329
 23126 12116 3.42 0.329
 23126 12216 3.42 0.329
 23126 203312 3.42 0.329
 23126 203322 3.42 0.329
 23126 13124 3.42 0.329
 23126 12114 3.42 0.329
 23126 12214 3.42 0.329
 23126 12224 3.42 0.329
 23126 42112 3.42 0.329
 23126 42212 3.42 0.329
 23126 11114 3.42 0.329
 23126 32124 3.42 0.329
 23126 31214 3.42 0.329
 23126 22124 3.42 0.329
 23126 21214 3.42 0.329
 23126 23222 3.42 0.329
 23126 23212 3.42 0.329
 23126 23112 3.42 0.329
 23126 3216 3.42 0.329
 23126 3226 3.42 0.329
 23126 3116 3.42 0.329
 23126 53122 3.42 0.329
 23126 43122 3.42 0.329
 23126 3126 3.42 0.329
 23126 13314 3.42 0.329
 23126 13324 3.42 0.329
 23126 13126 3.42 0.329
 23126 12122 3.42 0.329
 23126 12222 3.42 0.329
 23126 11112 3.42 0.329
 23126 11212 3.42 0.329
 23126 9902114 3.42 0.329
 23126 9902214 3.42 0.329
 23126 1000010020 3.28946 0
 23126 9902112 3.42 0.329
 23126 2226 3.42 0.329
 23126 9902212 3.42 0.329
 23126 1216 3.42 0.329
 23126 2126 3.42 0.329
 23126 1116 3.42 0.329
 23126 23124 3.42 0.329
 23126 9912112 3.42 0.329
 23126 9912212 3.42 0.329
 23126 21112 3.42 0.329
 23126 21212 3.42 0.329
 23126 22122 3.42 0.329
 23126 22222 3.42 0.329
 23126 23224 3.42 0.329
 23126 23114 3.42 0.329
 23126 23214 3.42 0.329
 23126 13116 3.42 0.329
 23126 13216 3.42 0.329
 23126 13226 3.42 0.329
 23126 22114 3.42 0.329
 23126 21114 3.42 0.329
 23126 9912214 3.42 0.329
 23126 9912114 3.42 0.329
 23126 22224 3.42 0.329
 23126 22214 3.42 0.329
 23126 2228 3.42 0.329
 23126 2218 3.42 0.329
 23126 2118 3.42 0.329
 23126 1118 3.42 0.329
 23126 12226 3.42 0.329
 23126 12126 3.42 0.329
 23126 11216 3.42 0.329
 23126 11116 3.42 0.329
 23126 103316 3.42 0.329
 23126 103326 3.42 0.329
 23126 9903334 3.42 0.329
 23126 203326 3.42 0.329
 23126 203316 3.42 0.329
 23126 3118 3.42 0.329
 23126 3228 3.42 0.329
 23126 3218 3.42 0.329
 23126 1010010020 3.28946 0
 23126 1010000020 3.28946 0
 23126 23126 3.42 0.329
 23126 9922212 3.42 0.329
 23126 9902116 3.42 0.329
 23126 9922112 3.42 0.329
 23126 3128 3.42 0.329
 23126 9902216 3.42 0.329
 23126 9922214 3.42 0.329
 23126 9922114 3.42 0.329
 23126 1218 3.42 0.329
 23126 2128 3.42 0.329
 23126 9901118 3.42 0.329
 23126 9901218 3.42 0.329
 23126 9902128 3.42 0.329
 23126 9902228 3.42 0.329
 23126 99022110 3.42 0.329
 23126 99021110 3.42 0.329
 23126 1020000020 3.28946 0
 23126 33224 3.42 0.329
 23126 1020010020 3.28946 0
 23126 33214 3.42 0.329
 23126 33114 3.42 0.329
 23126 203338 3.42 0.329
 23126 99121110 3.42 0.329
 23126 99122110 3.42 0.329
 23126 4122 3.42 0.329
 23126 99031210 3.42 0.329
 23126 99011112 3.42 0.329
 23126 99012112 3.42 0.329
 23126 99022212 3.42 0.329
 23126 99021212 3.42 0.329
 23126 4212 3.42 0.329
 23126 4112 3.42 0.329
 23126 4222 3.42 0.329
 23126 4232 3.42 0.329
 23126 4132 3.42 0.329
 23126 4214 3.42 0.329
 23126 4224 3.42 0.329
 23126 4114 3.42 0.329
 23126 4322 3.42 0.329
 23126 4312 3.42 0.329
 23126 14122 3.42 0.329
 23126 99021112 3.42 0.329
 23126 99022112 3.42 0.329
 23126 1030000020 3.28946 0
 23126 1040000020 3.28946 0
 23126 104122 3.42 0.329
 23126 4324 3.42 0.329
 23126 4314 3.42 0.329
 23126 4332 3.42 0.329
 23126 4334 3.42 0.329
 23126 104324 3.42 0.329
 23126 104314 3.42 0.329
 23126 1000020030 3.1137 0
 23126 1000010030 3.1137 0
 23126 104322 3.42 0.329
 23126 104312 3.42 0.329
 23126 204126 3.42 0.329
 23126 1010010030 3.1137 0
 23126 1000020040 2.96202 0
 23126 100002004001 2.96202 0
 23126 100002004002 2.96202 0
 23126 100002004003 2.96202 0
 23126 100002004004 2.96202 0
 23126 1000030040 2.96202 0
 23126 100002004005 2.96202 0
 23126 100003004001 2.96202 0
 23126 100002004006 2.96202 0
 23126 1000010040 2.96202 0
 23126 101001004001 2.96202 0
 23126 100002004007 2.96202 0
 23126 100003004002 2.96202 0
 23126 100002004008 2.96202 0
 23126 100003004003 2.96202 0
 23126 101001004002 2.96202 0
 23126 101001004003 2.96202 0
 23126 100002004009 2.96202 0
 23126 100002004010 2.96202 0
 23126 100002004011 2.96202 0
 23126 100002004012 2.96202 0
 23126 100002004013 2.96202 0
 23126 100002004014 2.96202 0
 23126 100002004015 2.96202 0
 23126 1010020040 2.96202 0
 23126 1010010040 2.96202 0
 23126 1000030050 2.83603 0
 23126 1000020050 2.83603 0
 23126 100003005001 2.83603 0
 23126 100002005001 2.83603 0
 23126 10000305002 2.83603 0
 23126 100002005002 2.83603 0
 23126 1000010050 2.83603 0
 23126 1010020050 2.83603 0
 -23126 -2212 3.42 0.329
 -23126 -2112 3.42 0.329
 -23126 -3122 3.42 0.329
 -23126 -3222 3.42 0.329
 -23126 -3212 3.42 0.329
 -23126 -3112 3.42 0.329
 -23126 -2114 3.42 0.329
 -23126 -1114 3.42 0.329
 -23126 -2224 3.42 0.329
 -23126 -2214 3.42 0.329
 -23126 -3322 3.42 0.329
 -23126 -3312 3.42 0.329
 -23126 -3224 3.42 0.329
 -23126 -3214 3.42 0.329
 -23126 -3114 3.42 0.329
 -23126 -13122 3.42 0.329
 -23126 -12112 3.42 0.329
 -23126 -12212 3.42 0.329
 -23126 -1214 3.42 0.329
 -23126 -2124 3.42 0.329
 -23126 -3124 3.42 0.329
 -23126 -22112 3.42 0.329
 -23126 -22212 3.42 0.329
 -23126 -3324 3.42 0.329
 -23126 -3314 3.42 0.329
 -23126 -32114 3.42 0.329
 -23126 -31114 3.42 0.329
 -23126 -32224 3.42 0.329
 -23126 -32214 3.42 0.329
 -23126 -23122 3.42 0.329
 -23126 -2222 3.42 0.329
 -23126 -1112 3.42 0.329
 -23126 -2122 3.42 0.329
 -23126 -1212 3.42 0.329
 -23126 -32212 3.42 0.329
 -23126 -32112 3.42 0.329
 -23126 -13212 3.42 0.329
 -23126 -13112 3.42 0.329
 -23126 -13222 3.42 0.329
 -23126 -3334 3.42 0.329
 -23126 -33122 3.42 0.329
 -23126 -13114 3.42 0.329
 -23126 -13224 3.42 0.329
 -23126 -13214 3.42 0.329
 -23126 -2116 3.42 0.329
 -23126 -2216 3.42 0.329
 -23126 -12116 3.42 0.329
 -23126 -12216 3.42 0.329
 -23126 -13124 3.42 0.329
 -23126 -203322 3.42 0.329
 -23126 -203312 3.42 0.329
 -23126 -12114 3.42 0.329
 -23126 -12214 3.42 0.329
 -23126 -42112 3.42 0.329
 -23126 -42212 3.42 0.329
 -23126 -12224 3.42 0.329
 -23126 -11114 3.42 0.329
 -23126 -32124 3.42 0.329
 -23126 -22124 3.42 0.329
 -23126 -21214 3.42 0.329
 -23126 -31214 3.42 0.329
 -23126 -23212 3.42 0.329
 -23126 -23112 3.42 0.329
 -23126 -23222 3.42 0.329
 -23126 -3116 3.42 0.329
 -23126 -3216 3.42 0.329
 -23126 -3226 3.42 0.329
 -23126 -53122 3.42 0.329
 -23126 -43122 3.42 0.329
 -23126 -3126 3.42 0.329
 -23126 -13314 3.42 0.329
 -23126 -13324 3.42 0.329
 -23126 -13126 3.42 0.329
 -23126 -11212 3.42 0.329
 -23126 -12122 3.42 0.329
 -23126 -11112 3.42 0.329
 -23126 -12222 3.42 0.329
 -23126 -9902114 3.42 0.329
 -23126 -9902214 3.42 0.329
 -23126 -1000010020 3.28946 0
 -23126 -2126 3.42 0.329
 -23126 -9902112 3.42 0.329
 -23126 -1216 3.42 0.329
 -23126 -1116 3.42 0.329
 -23126 -9902212 3.42 0.329
 -23126 -2226 3.42 0.329
 -23126 -23124 3.42 0.329
 -23126 -9912112 3.42 0.329
 -23126 -9912212 3.42 0.329
 -23126 -22222 3.42 0.329
 -23126 -21212 3.42 0.329
 -23126 -21112 3.42 0.329
 -23126 -22122 3.42 0.329
 -23126 -23214 3.42 0.329
 -23126 -23224 3.42 0.329
 -23126 -23114 3.42 0.329
 -23126 -13116 3.42 0.329
 -23126 -13226 3.42 0.329
 -23126 -13216 3.42 0.329
 -23126 -21114 3.42 0.329
 -23126 -22114 3.42 0.329
 -23126 -22224 3.42 0.329
 -23126 -9912214 3.42 0.329
 -23126 -9912114 3.42 0.329
 -23126 -22214 3.42 0.329
 -23126 -2228 3.42 0.329
 -23126 -2218 3.42 0.329
 -23126 -2118 3.42 0.329
 -23126 -1118 3.42 0.329
 -23126 -103326 3.42 0.329
 -23126 -12226 3.42 0.329
 -23126 -12126 3.42 0.329
 -23126 -11216 3.42 0.329
 -23126 -11116 3.42 0.329
 -23126 -103316 3.42 0.329
 -23126 -9903334 3.42 0.329
 -23126 -203316 3.42 0.329
 -23126 -203326 3.42 0.329
 -23126 -3118 3.42 0.329
 -23126 -3228 3.42 0.329
 -23126 -3218 3.42 0.329
 -23126 -1010010020 3.28946 0
 -23126 -1010000020 3.28946 0
 -23126 -23126 3.42 0.329
 -23126 -9902116 3.42 0.329
 -23126 -9902216 3.42 0.329
 -23126 -9922212 3.42 0.329
 -23126 -3128 3.42 0.329
 -23126 -9922112 3.42 0.329
 -23126 -9922114 3.42 0.329
 -23126 -9922214 3.42 0.329
 -23126 -1218 3.42 0.329
 -23126 -2128 3.42 0.329
 -23126 -9901118 3.42 0.329
 -23126 -9901218 3.42 0.329
 -23126 -9902128 3.42 0.329
 -23126 -9902228 3.42 0.329
 -23126 -99022110 3.42 0.329
 -23126 -99021110 3.42 0.329
 -23126 -1020000020 3.28946 0
 -23126 -33224 3.42 0.329
 -23126 -1020010020 3.28946 0
 -23126 -33214 3.42 0.329
 -23126 -33114 3.42 0.329
 -23126 -203338 3.42 0.329
 -23126 -99121110 3.42 0.329
 -23126 -99122110 3.42 0.329
 -23126 -4122 3.42 0.329
 -23126 -99031210 3.42 0.329
 -23126 -99021212 3.42 0.329
 -23126 -99012112 3.42 0.329
 -23126 -99011112 3.42 0.329
 -23126 -99022212 3.42 0.329
 -23126 -4212 3.42 0.329
 -23126 -4112 3.42 0.329
 -23126 -4222 3.42 0.329
 -23126 -4232 3.42 0.329
 -23126 -4132 3.42 0.329
 -23126 -4214 3.42 0.329
 -23126 -4224 3.42 0.329
 -23126 -4114 3.42 0.329
 -23126 -4322 3.42 0.329
 -23126 -4312 3.42 0.329
 -23126 -14122 3.42 0.329
 -23126 -99022112 3.42 0.329
 -23126 -99021112 3.42 0.329
 -23126 -1030000020 3.28946 0
 -23126 -1040000020 3.28946 0
 -23126 -104122 3.42 0.329
 -23126 -4324 3.42 0.329
 -23126 -4314 3.42 0.329
 -23126 -4332 3.42 0.329
 -23126 -4334 3.42 0.329
 -23126 -104324 3.42 0.329
 -23126 -104314 3.42 0.329
 -23126 -1000020030 3.1137 0
 -23126 -1000010030 3.1137 0
 -23126 -104322 3.42 0.329
 -23126 -104312 3.42 0.329
 -23126 -204126 3.42 0.329
 -23126 -1010010030 3.1137 0
 -23126 -1000020040 2.96202 0
 -23126 -100002004001 2.96202 0
 -23126 -100002004002 2.96202 0
 -23126 -100002004003 2.96202 0
 -23126 -100002004004 2.96202 0
 -23126 -1000030040 2.96202 0
 -23126 -100002004005 2.96202 0
 -23126 -100003004001 2.96202 0
 -23126 -100002004006 2.96202 0
 -23126 -1000010040 2.96202 0
 -23126 -101001004001 2.96202 0
 -23126 -100002004007 2.96202 0
 -23126 -100003004002 2.96202 0
 -23126 -100002004008 2.96202 0
 -23126 -100003004003 2.96202 0
 -23126 -101001004002 2.96202 0
 -23126 -101001004003 2.96202 0
 -23126 -100002004009 2.96202 0
 -23126 -100002004010 2.96202 0
 -23126 -100002004011 2.96202 0
 -23126 -100002004012 2.96202 0
 -23126 -100002004013 2.96202 0
 -23126 -100002004014 2.96202 0
 -23126 -100002004015 2.96202 0
 -23126 -1010020040 2.96202 0
 -23126 -1010010040 2.96202 0
 -23126 -1000030050 2.83603 0
 -23126 -1000020050 2.83603 0
 -23126 -100003005001 2.83603 0
 -23126 -100002005001 2.83603 0
 -23126 -10000305002 2.83603 0
 -23126 -100002005002 2.83603 0
 -23126 -1000010050 2.83603 0
 -23126 -1010020050 2.83603 0
 -9902116 -2212 3.42 0.329
 -9902116 -2112 3.42 0.329
 -9902116 -3122 3.42 0.329
 -9902116 -3222 3.42 0.329
 -9902116 -3212 3.42 0.329
 -9902116 -3112 3.42 0.329
 -9902116 -2114 3.42 0.329
 -9902116 -1114 3.42 0.329
 -9902116 -2224 3.42 0.329
 -9902116 -2214 3.42 0.329
 -9902116 -3322 3.42 0.329
 -9902116 -3312 3.42 0.329
 -9902116 -3224 3.42 0.329
 -9902116 -3214 3.42 0.329
 -9902116 -3114 3.42 0.329
 -9902116 -13122 3.42 0.329
 -9902116 -12112 3.42 0.329
 -9902116 -12212 3.42 0.329
 -9902116 -1214 3.42 0.329
 -9902116 -2124 3.42 0.329
 -9902116 -3124 3.42 0.329
 -9902116 -22112 3.42 0.329
 -9902116 -22212 3.42 0.329
 -9902116 -3324 3.42 0.329
 -9902116 -3314 3.42 0.329
 -9902116 -32114 3.42 0.329
 -9902116 -31114 3.42 0.329
 -9902116 -32224 3.42 0.329
 -9902116 -32214 3.42 0.329
 -9902116 -23122 3.42 0.329
 -9902116 -2222 3.42 0.329
 -9902116 -1112 3.42 0.329
 -9902116 -2122 3.42 0.329
 -9902116 -1212 3.42 0.329
 -9902116 -32212 3.42 0.329
 -9902116 -32112 3.42 0.329
 -9902116 -13212 3.42 0.329
 -9902116 -13112 3.42 0.329
 -9902116 -13222 3.42 0.329
 -9902116 -3334 3.42 0.329
 -9902116 -33122 3.42 0.329
 -9902116 -13114 3.42 0.329
 -9902116 -13224 3.42 0.329
 -9902116 -13214 3.42 0.329
 -9902116 -2116 3.42 0.329
 -9902116 -2216 3.42 0.329
 -9902116 -12116 3.42 0.329
 -9902116 -12216 3.42 0.329
 -9902116 -13124 3.42 0.329
 -9902116 -203322 3.42 0.329
 -9902116 -203312 3.42 0.329
 -9902116 -12114 3.42 0.329
 -9902116 -12214 3.42 0.329
 -9902116 -42112 3.42 0.329
 -9902116 -42212 3.42 0.329
 -9902116 -12224 3.42 0.329
 -9902116 -11114 3.42 0.329
 -9902116 -32124 3.42 0.329
 -9902116 -22124 3.42 0.329
 -9902116 -21214 3.42 0.329
 -9902116 -31214 3.42 0.329
 -9902116 -23212 3.42 0.329
 -9902116 -23112 3.42 0.329
 -9902116 -23222 3.42 0.329
 -9902116 -3116 3.42 0.329
 -9902116 -3216 3.42 0.329
 -9902116 -3226 3.42 0.329
 -9902116 -53122 3.42 0.329
 -9902116 -43122 3.42 0.329
 -9902116 -3126 3.42 0.329
 -9902116 -13314 3.42 0.329
 -9902116 -13324 3.42 0.329
 -9902116 -13126 3.42 0.329
 -9902116 -11212 3.42 0.329
 -9902116 -12122 3.42 0.329
 -9902116 -11112 3.42 0.329
 -9902116 -12222 3.42 0.329
 -9902116 -9902114 3.42 0.329
 -9902116 -9902214 3.42 0.329
 -9902116 -1000010020 3.28946 0
 -9902116 -2126 3.42 0.329
 -9902116 -9902112 3.42 0.329
 -9902116 -1216 3.42 0.329
 -9902116 -1116 3.42 0.329
 -9902116 -9902212 3.42 0.329
 -9902116 -2226 3.42 0.329
 -9902116 -23124 3.42 0.329
 -9902116 -9912112 3.42 0.329
 -9902116 -9912212 3.42 0.329
 -9902116 -22222 3.42 0.329
 -9902116 -21212 3.42 0.329
 -9902116 -21112 3.42 0.329
 -9902116 -22122 3.42 0.329
 -9902116 -23214 3.42 0.329
 -9902116 -23224 3.42 0.329
 -9902116 -23114 3.42 0.329
 -9902116 -13116 3.42 0.329
 -9902116 -13226 3.42 0.329
 -9902116 -13216 3.42 0.329
 -9902116 -21114 3.42 0.329
 -9902116 -22114 3.42 0.329
 -9902116 -22224 3.42 0.329
 -9902116 -9912214 3.42 0.329
 -9902116 -9912114 3.42 0.329
 -9902116 -22214 3.42 0.329
 -9902116 -2228 3.42 0.329
 -9902116 -2218 3.42 0.329
 -9902116 -2118 3.42 0.329
 -9902116 -1118 3.42 0.329
 -9902116 -103326 3.42 0.329
 -9902116 -12226 3.42 0.329
 -9902116 -12126 3.42 0.329
 -9902116 -11216 3.42 0.329
 -9902116 -11116 3.42 0.329
 -9902116 -103316 3.42 0.329
 -9902116 -9903334 3.42 0.329
 -9902116 -203316 3.42 0.329
 -9902116 -203326 3.42 0.329
 -9902116 -3118 3.42 0.329
 -9902116 -3228 3.42 0.329
 -9902116 -3218 3.42 0.329
 -9902116 -1010010020 3.28946 0
 -9902116 -1010000020 3.28946 0
 -9902116 -23126 3.42 0.329
 -9902116 -9902116 3.42 0.329
 -9902116 -9902216 3.42 0.329
 -9902116 -9922212 3.42 0.329
 -9902116 -3128 3.42 0.329
 -9902116 -9922112 3.42 0.329
 -9902116 -9922114 3.42 0.329
 -9902116 -9922214 3.42 0.329
 -9902116 -1218 3.42 0.329
 -9902116 -2128 3.42 0.329
 -9902116 -9901118 3.42 0.329
 -9902116 -9901218 3.42 0.329
 -9902116 -9902128 3.42 0.329
 -9902116 -9902228 3.42 0.329
 -9902116 -99022110 3.42 0.329
 -9902116 -99021110 3.42 0.329
 -9902116 -1020000020 3.28946 0
 -9902116 -33224 3.42 0.329
 -9902116 -1020010020 3.28946 0
 -9902116 -33214 3.42 0.329
 -9902116 -33114 3.42 0.329
 -9902116 -203338 3.42 0.329
 -9902116 -99121110 3.42 0.329
 -9902116 -99122110 3.42 0.329
 -9902116 -4122 3.42 0.329
 -9902116 -99031210 3.42 0.329
 -9902116 -99021212 3.42 0.329
 -9902116 -99012112 3.42 0.329
 -9902116 -99011112 3.42 0.329
 -9902116 -99022212 3.42 0.329
 -9902116 -4212 3.42 0.329
 -9902116 -4112 3.42 0.329
 -9902116 -4222 3.42 0.329
 -9902116 -4232 3.42 0.329
 -9902116 -4132 3.42 0.329
 -9902116 -4214 3.42 0.329
 -9902116 -4224 3.42 0.329
 -9902116 -4114 3.42 0.329
 -9902116 -4322 3.42 0.329
 -9902116 -4312 3.42 0.329
 -9902116 -14122 3.42 0.329
 -9902116 -99022112 3.42 0.329
 -9902116 -99021112 3.42 0.329
 -9902116 -1030000020 3.28946 0
 -9902116 -1040000020 3.28946 0
 -9902116 -104122 3.42 0.329
 -9902116 -4324 3.42 0.329
 -9902116 -4314 3.42 0.329
 -9902116 -4332 3.42 0.329
 -9902116 -4334 3.42 0.329
